[1, 4, 6, 8, 10, 12, 14, 16, 18] -> 89
[1, 4, 6, 8, 10, 12, 14, 16, 19] -> 90
[1, 4, 6, 8, 10, 12, 14, 17, 18] -> 90
[1, 4, 6, 8, 10, 12, 14, 17, 19] -> 91
[1, 4, 6, 8, 10, 12, 15, 16, 18] -> 90
[1, 4, 6, 8, 10, 12, 15, 16, 19] -> 91
[1, 4, 6, 8, 10, 12, 15, 17, 18] -> 91
[1, 4, 6, 8, 10, 12, 15, 17, 19] -> 92
[1, 4, 6, 8, 10, 13, 14, 16, 18] -> 90
[1, 4, 6, 8, 10, 13, 14, 16, 19] -> 91
[1, 4, 6, 8, 10, 13, 14, 17, 18] -> 91
[1, 4, 6, 8, 10, 13, 14, 17, 19] -> 92
[1, 4, 6, 8, 10, 13, 15, 16, 18] -> 91
[1, 4, 6, 8, 10, 13, 15, 16, 19] -> 92
[1, 4, 6, 8, 10, 13, 15, 17, 18] -> 92
[1, 4, 6, 8, 10, 13, 15, 17, 19] -> 93
[1, 4, 6, 8, 11, 12, 14, 16, 18] -> 90
[1, 4, 6, 8, 11, 12, 14, 16, 19] -> 91
[1, 4, 6, 8, 11, 12, 14, 17, 18] -> 91
[1, 4, 6, 8, 11, 12, 14, 17, 19] -> 92
[1, 4, 6, 8, 11, 12, 15, 16, 18] -> 91
[1, 4, 6, 8, 11, 12, 15, 16, 19] -> 92
[1, 4, 6, 8, 11, 12, 15, 17, 18] -> 92
[1, 4, 6, 8, 11, 12, 15, 17, 19] -> 93
[1, 4, 6, 8, 11, 13, 14, 16, 18] -> 91
[1, 4, 6, 8, 11, 13, 14, 16, 19] -> 92
[1, 4, 6, 8, 11, 13, 14, 17, 18] -> 92
[1, 4, 6, 8, 11, 13, 14, 17, 19] -> 93
[1, 4, 6, 8, 11, 13, 15, 16, 18] -> 92
[1, 4, 6, 8, 11, 13, 15, 16, 19] -> 93
[1, 4, 6, 8, 11, 13, 15, 17, 18] -> 93
[1, 4, 6, 8, 11, 13, 15, 17, 19] -> 94
[1, 4, 6, 9, 10, 12, 14, 16, 18] -> 90
[1, 4, 6, 9, 10, 12, 14, 16, 19] -> 91
[1, 4, 6, 9, 10, 12, 14, 17, 18] -> 91
[1, 4, 6, 9, 10, 12, 14, 17, 19] -> 92
[1, 4, 6, 9, 10, 12, 15, 16, 18] -> 91
[1, 4, 6, 9, 10, 12, 15, 16, 19] -> 92
[1, 4, 6, 9, 10, 12, 15, 17, 18] -> 92
[1, 4, 6, 9, 10, 12, 15, 17, 19] -> 93
[1, 4, 6, 9, 10, 13, 14, 16, 18] -> 91
[1, 4, 6, 9, 10, 13, 14, 16, 19] -> 92
[1, 4, 6, 9, 10, 13, 14, 17, 18] -> 92
[1, 4, 6, 9, 10, 13, 14, 17, 19] -> 93
[1, 4, 6, 9, 10, 13, 15, 16, 18] -> 92
[1, 4, 6, 9, 10, 13, 15, 16, 19] -> 93
[1, 4, 6, 9, 10, 13, 15, 17, 18] -> 93
[1, 4, 6, 9, 10, 13, 15, 17, 19] -> 94
[1, 4, 6, 9, 11, 12, 14, 16, 18] -> 91
[1, 4, 6, 9, 11, 12, 14, 16, 19] -> 92
[1, 4, 6, 9, 11, 12, 14, 17, 18] -> 92
[1, 4, 6, 9, 11, 12, 14, 17, 19] -> 93
[1, 4, 6, 9, 11, 12, 15, 16, 18] -> 92
[1, 4, 6, 9, 11, 12, 15, 16, 19] -> 93
[1, 4, 6, 9, 11, 12, 15, 17, 18] -> 93
[1, 4, 6, 9, 11, 12, 15, 17, 19] -> 94
[1, 4, 6, 9, 11, 13, 14, 16, 18] -> 92
[1, 4, 6, 9, 11, 13, 14, 16, 19] -> 93
[1, 4, 6, 9, 11, 13, 14, 17, 18] -> 93
[1, 4, 6, 9, 11, 13, 14, 17, 19] -> 94
[1, 4, 6, 9, 11, 13, 15, 16, 18] -> 93
[1, 4, 6, 9, 11, 13, 15, 16, 19] -> 94
[1, 4, 6, 9, 11, 13, 15, 17, 18] -> 94
[1, 4, 6, 9, 11, 13, 15, 17, 19] -> 95
[1, 4, 7, 8, 10, 12, 14, 16, 18] -> 90
[1, 4, 7, 8, 10, 12, 14, 16, 19] -> 91
[1, 4, 7, 8, 10, 12, 14, 17, 18] -> 91
[1, 4, 7, 8, 10, 12, 14, 17, 19] -> 92
[1, 4, 7, 8, 10, 12, 15, 16, 18] -> 91
[1, 4, 7, 8, 10, 12, 15, 16, 19] -> 92
[1, 4, 7, 8, 10, 12, 15, 17, 18] -> 92
[1, 4, 7, 8, 10, 12, 15, 17, 19] -> 93
[1, 4, 7, 8, 10, 13, 14, 16, 18] -> 91
[1, 4, 7, 8, 10, 13, 14, 16, 19] -> 92
[1, 4, 7, 8, 10, 13, 14, 17, 18] -> 92
